CustomerID,Age,Gender,MaritalStatus,IncomeLevel,TotalSpent,TransactionCount,SupportCases,LastLoginDate,LoginFrequency,ServiceUsage,ChurnStatus
109,18,M,Married,Medium,1274.7,6,2.0,2023-04-28,20,Mobile App,0
110,49,M,Married,Medium,723.0,3,2.0,2023-10-10,25,Website,1
111,23,F,Widowed,High,613.1800000000001,2,1.0,2023-06-17,33,Website,1
112,48,F,Divorced,High,750.17,3,1.0,2023-10-16,35,Website,0
113,18,F,Married,High,1834.01,7,1.0,2023-04-12,44,Online Banking,0
114,67,F,Married,Low,2133.28,8,0.0,2023-08-02,24,Website,0
115,68,F,Widowed,High,653.62,5,0.0,2023-09-21,14,Mobile App,0
116,54,M,Married,High,1504.28,7,1.0,2023-08-20,39,Mobile App,0
117,52,F,Widowed,High,448.48,2,0.0,2023-12-25,44,Online Banking,0
118,66,M,Divorced,Medium,1625.39,6,1.0,2023-10-01,34,Online Banking,0
119,47,M,Widowed,Medium,2012.3300000000002,8,2.0,2023-03-29,18,Mobile App,1
120,21,F,Widowed,High,1168.79,6,2.0,2023-02-23,2,Online Banking,0
121,52,M,Divorced,Medium,1073.01,5,2.0,2023-09-09,38,Mobile App,0
122,60,F,Single,Medium,2825.52,9,1.0,2023-06-14,17,Mobile App,1
123,31,M,Widowed,Medium,938.58,3,2.0,2023-03-15,23,Mobile App,1
124,66,M,Married,Medium,2283.88,7,2.0,2023-02-19,33,Website,0
125,57,M,Widowed,Low,744.89,2,0.0,2023-06-21,28,Online Banking,0
126,39,F,Divorced,Medium,2323.02,9,0.0,2023-05-14,15,Website,0
127,27,F,Married,Medium,1976.17,8,1.0,2023-01-18,11,Website,0
128,18,F,Divorced,Medium,630.2,2,2.0,2023-07-07,23,Website,1
129,28,F,Widowed,Medium,243.55,2,1.0,2023-03-21,13,Website,0
130,68,M,Divorced,Low,552.23,2,1.0,2023-02-25,47,Mobile App,0
131,61,F,Divorced,Low,2726.7,8,1.0,2023-09-24,11,Website,0
132,41,F,Single,High,1879.94,9,0.0,2023-06-15,36,Website,0
133,20,M,Widowed,Medium,896.27,4,1.0,2023-04-13,38,Mobile App,0
134,52,M,Widowed,Medium,1570.08,6,1.0,2023-01-05,27,Mobile App,0
135,53,F,Widowed,High,441.75,2,0.0,2023-06-19,18,Mobile App,0
136,48,M,Widowed,Low,419.86,2,0.0,2023-11-07,40,Mobile App,0
137,21,F,Married,High,431.47,1,0.0,2023-06-19,38,Online Banking,1
138,36,M,Divorced,Low,2804.65,8,1.0,2023-03-20,34,Online Banking,0
139,64,F,Widowed,High,2045.49,7,2.0,2023-06-03,22,Website,0
140,53,M,Married,High,1024.23,3,1.0,2023-10-21,18,Mobile App,0
141,38,F,Widowed,Medium,2483.75,7,2.0,2023-06-28,41,Online Banking,0
142,35,M,Divorced,High,1391.99,5,1.0,2023-04-27,18,Mobile App,0
143,68,F,Widowed,Low,343.27,2,1.0,2023-12-25,13,Website,0
144,45,F,Married,Low,419.85,1,1.0,2023-02-18,39,Online Banking,1
145,32,F,Married,High,1768.7,5,2.0,2023-10-11,16,Online Banking,0
146,59,F,Divorced,Low,1373.73,5,0.0,2023-12-12,8,Mobile App,0
147,19,F,Widowed,High,2260.34,8,2.0,2023-09-02,34,Mobile App,0
148,54,F,Married,Medium,13.04,1,2.0,2023-03-09,29,Website,0
149,28,M,Single,Medium,444.84,1,1.0,2023-02-17,6,Online Banking,0
150,40,F,Widowed,Medium,1193.26,8,0.0,2023-06-29,38,Mobile App,0
151,61,M,Single,Medium,334.2,1,2.0,2023-06-02,36,Mobile App,0
152,58,F,Married,High,1448.8,7,0.0,2023-09-30,48,Mobile App,0
153,29,M,Married,Low,1735.16,5,1.0,2023-01-26,42,Online Banking,0
154,20,F,Divorced,High,1753.55,7,0.0,2023-04-19,26,Mobile App,0
155,69,M,Divorced,Low,1883.08,8,2.0,2023-04-08,18,Website,0
156,34,F,Widowed,High,702.9200000000001,7,0.0,2023-06-30,11,Mobile App,0
157,50,M,Married,Low,2412.6800000000003,7,0.0,2023-06-13,27,Mobile App,0
158,18,F,Married,Low,1471.29,7,0.0,2023-10-03,30,Online Banking,0
159,56,M,Married,High,25.75,1,2.0,2023-05-11,18,Website,0
160,37,M,Married,Medium,2053.13,8,2.0,2023-05-02,43,Online Banking,1
161,64,M,Single,High,1983.84,6,1.0,2023-07-24,4,Mobile App,0
162,60,F,Married,Medium,425.88,3,2.0,2023-06-11,6,Mobile App,0
163,69,M,Divorced,High,1064.88,3,2.0,2023-01-13,22,Mobile App,0
164,58,F,Widowed,Low,955.49,5,1.0,2023-11-25,2,Website,1
165,31,F,Widowed,Medium,181.34,1,0.0,2023-03-01,47,Mobile App,0
166,48,F,Widowed,Low,1241.5,5,1.0,2023-08-03,48,Online Banking,0
167,42,F,Single,Low,2356.35,8,1.0,2023-03-03,40,Website,0
168,20,M,Married,Low,1126.93,4,2.0,2023-08-29,32,Website,1
169,21,F,Widowed,High,2164.75,9,1.0,2023-06-18,39,Mobile App,0
170,48,M,Divorced,Low,1448.33,7,1.0,2023-10-12,21,Website,1
171,52,F,Single,High,2532.71,7,1.0,2023-05-04,8,Mobile App,0
172,61,M,Married,Medium,1972.76,6,2.0,2023-12-12,25,Website,0
173,31,F,Married,Low,606.09,3,1.0,2023-10-22,41,Mobile App,0
174,66,F,Married,Medium,1801.46,7,1.0,2023-03-09,36,Mobile App,1
175,58,M,Married,Medium,1218.9,7,2.0,2023-11-27,4,Website,0
176,26,F,Single,High,936.78,6,0.0,2023-09-23,15,Website,1
177,37,F,Divorced,Medium,429.79,1,1.0,2023-03-05,28,Website,0
178,49,F,Married,High,741.63,3,0.0,2023-05-06,20,Website,0
179,26,F,Single,High,412.58000000000004,2,0.0,2023-09-06,38,Website,0
180,44,F,Single,Medium,1985.93,7,0.0,2023-01-30,6,Online Banking,0
181,20,F,Divorced,Medium,715.6800000000001,2,0.0,2023-04-22,30,Mobile App,0
182,21,F,Single,Medium,1491.65,5,2.0,2023-06-12,32,Online Banking,0
183,62,F,Single,High,1135.44,3,1.0,2023-04-21,49,Online Banking,1
184,32,M,Widowed,High,97.19,2,0.0,2023-04-14,41,Online Banking,0
185,50,F,Widowed,Medium,1284.89,6,2.0,2023-10-23,4,Online Banking,0
186,22,M,Divorced,High,460.87,3,0.0,2023-10-18,35,Mobile App,0
187,21,F,Widowed,Medium,513.26,2,2.0,2023-01-09,30,Mobile App,0
188,63,M,Single,High,1768.25,6,2.0,2023-03-29,49,Mobile App,0
189,29,M,Single,High,574.4699999999999,3,2.0,2023-06-21,41,Mobile App,0
190,40,M,Divorced,Low,1417.97,7,1.0,2023-04-01,22,Website,1
191,31,F,Single,Low,1942.65,7,2.0,2023-02-15,2,Website,0
192,63,F,Divorced,Medium,1172.53,3,2.0,2023-07-07,12,Website,0
193,29,M,Widowed,Low,270.34,1,2.0,2023-05-11,34,Website,0
194,34,F,Widowed,High,1388.97,5,0.0,2023-10-23,34,Website,0
195,42,F,Married,Medium,1711.71,6,2.0,2023-03-07,14,Website,0
196,47,M,Widowed,Low,2134.16,8,2.0,2023-01-22,39,Website,0
197,39,F,Married,Medium,925.4300000000001,4,2.0,2023-03-16,39,Online Banking,1
198,64,M,Married,Medium,1461.25,7,0.0,2023-06-21,45,Online Banking,0
199,43,M,Married,High,1270.25,6,2.0,2023-01-08,6,Website,0
200,34,F,Single,Low,1702.06,6,2.0,2023-02-10,8,Online Banking,0
201,37,M,Married,High,956.5799999999999,3,2.0,2023-08-14,27,Online Banking,1
202,51,F,Widowed,Medium,336.18,1,2.0,2023-03-07,12,Mobile App,0
203,58,F,Divorced,Medium,1767.9,6,2.0,2023-04-16,21,Website,0
204,50,F,Widowed,Medium,454.14,2,2.0,2023-05-08,38,Online Banking,0
205,54,F,Divorced,Low,741.9699999999999,4,0.0,2023-01-27,4,Mobile App,0
206,24,M,Widowed,High,99.58,1,0.0,2023-11-27,25,Mobile App,0
207,39,F,Divorced,High,1799.17,8,0.0,2023-03-28,43,Website,0
208,49,F,Widowed,Low,436.89,2,0.0,2023-06-03,24,Online Banking,0
209,31,F,Divorced,High,1328.06,4,0.0,2023-10-12,12,Mobile App,0
210,25,M,Married,High,1727.27,7,0.0,2023-07-24,29,Online Banking,0
211,42,M,Divorced,Medium,1222.21,6,0.0,2023-03-03,35,Online Banking,0
212,33,F,Married,Medium,1047.61,7,1.0,2023-06-14,37,Website,0
213,59,F,Widowed,Medium,2092.89,7,1.0,2023-02-23,30,Website,1
214,36,F,Divorced,Low,734.1,2,0.0,2023-11-02,41,Online Banking,0
215,58,F,Divorced,Medium,1343.7,6,2.0,2023-11-07,42,Online Banking,0
216,33,F,Widowed,High,1570.8600000000001,5,2.0,2023-09-06,35,Mobile App,0
217,29,M,Married,Low,2576.78,8,1.0,2023-08-14,1,Online Banking,1
218,56,F,Married,High,1766.57,7,0.0,2023-06-12,40,Mobile App,0
219,65,M,Single,Low,1624.32,4,0.0,2023-07-18,26,Online Banking,0
220,47,M,Single,High,1030.46,3,0.0,2023-11-12,35,Online Banking,0
221,19,F,Single,Low,1277.29,4,1.0,2023-06-16,42,Mobile App,1
222,49,M,Divorced,High,1702.45,7,0.0,2023-06-03,7,Website,0
223,62,F,Divorced,Medium,1736.26,6,1.0,2023-07-22,4,Online Banking,0
224,42,M,Divorced,Low,2520.32,8,0.0,2023-05-16,5,Website,0
225,42,M,Widowed,High,2650.29,8,2.0,2023-07-15,39,Online Banking,0
226,21,F,Single,High,1461.18,7,1.0,2023-03-10,11,Mobile App,0
227,36,M,Widowed,High,1250.35,7,0.0,2023-11-08,15,Online Banking,1
228,65,F,Single,High,2185.36,6,2.0,2023-10-16,32,Website,0
229,21,F,Single,Medium,2559.03,9,1.0,2023-12-23,37,Website,0
230,60,F,Divorced,Medium,1468.07,6,2.0,2023-09-04,9,Online Banking,1
231,30,F,Married,Low,1353.42,4,0.0,2023-02-20,47,Online Banking,1
232,56,F,Single,Low,2082.19,8,2.0,2023-09-08,32,Online Banking,0
233,53,F,Married,High,817.4200000000001,3,2.0,2023-09-18,33,Website,0
234,40,M,Widowed,Low,1576.7,8,0.0,2023-06-19,23,Online Banking,1
235,23,M,Divorced,High,770.5,3,2.0,2023-12-28,15,Mobile App,0
236,41,F,Single,Low,1482.99,6,2.0,2023-09-25,30,Online Banking,1
237,61,M,Divorced,Low,398.99,1,0.0,2023-01-13,16,Online Banking,1
238,50,M,Widowed,High,762.4399999999999,3,1.0,2023-09-20,22,Mobile App,1
239,29,F,Married,Medium,2654.84,9,1.0,2023-10-09,43,Mobile App,1
240,58,M,Divorced,High,859.47,2,1.0,2023-07-27,30,Online Banking,0
241,38,F,Divorced,Medium,2185.9300000000003,9,1.0,2023-12-19,1,Mobile App,0
242,28,F,Single,Low,726.73,3,2.0,2023-02-16,35,Online Banking,1
243,61,M,Married,Medium,2362.18,9,1.0,2023-12-09,18,Website,0
244,55,F,Widowed,High,1649.9,7,2.0,2023-06-21,15,Online Banking,0
245,46,F,Single,Low,2965.09,9,0.0,2023-05-18,21,Online Banking,0
246,65,F,Divorced,Medium,1171.1399999999999,4,1.0,2023-03-24,40,Mobile App,0
247,58,F,Divorced,Medium,1887.6799999999998,7,2.0,2023-12-24,2,Online Banking,0
248,20,M,Married,High,1519.1399999999999,5,1.0,2023-08-26,30,Online Banking,1
249,45,F,Widowed,Low,356.39,1,1.0,2023-02-06,40,Website,0
250,37,M,Widowed,Low,1607.36,7,1.0,2023-01-09,32,Website,0
251,43,F,Divorced,Medium,1968.79,7,1.0,2023-03-24,28,Website,1
252,41,M,Widowed,Medium,980.71,4,0.0,2023-08-11,11,Online Banking,1
253,69,M,Single,Medium,1319.11,5,1.0,2023-12-03,7,Online Banking,0
254,64,F,Married,Low,2220.26,9,2.0,2023-08-25,1,Mobile App,1
255,38,M,Divorced,Medium,2672.69,7,1.0,2023-06-17,43,Mobile App,0
256,47,F,Widowed,Medium,208.67,1,2.0,2023-08-26,28,Mobile App,0
257,21,F,Widowed,Low,92.62,1,1.0,2023-01-31,39,Website,0
258,53,M,Single,Low,832.85,4,2.0,2023-06-17,19,Mobile App,0
259,57,M,Widowed,High,1469.67,6,1.0,2023-03-16,39,Online Banking,0
260,27,M,Single,Low,2395.72,8,1.0,2023-08-24,32,Website,1
261,27,M,Married,Low,489.07,1,1.0,2023-05-29,49,Online Banking,1
262,59,F,Divorced,High,2940.59,9,2.0,2023-02-04,30,Website,1
263,41,M,Single,Low,13.04,1,2.0,2023-12-28,2,Website,0
264,21,F,Widowed,High,525.02,2,1.0,2023-03-08,44,Online Banking,0
265,64,M,Widowed,Low,1511.8700000000001,5,0.0,2023-04-06,43,Online Banking,0
266,44,M,Married,High,459.39,1,1.0,2023-01-07,37,Online Banking,0
267,68,F,Single,Medium,461.36,3,1.0,2023-11-24,19,Online Banking,0
268,62,M,Divorced,Medium,1096.16,5,0.0,2023-12-19,26,Mobile App,0
269,21,F,Widowed,Medium,2123.87,9,2.0,2023-06-16,1,Mobile App,0
270,49,M,Single,High,734.74,3,1.0,2023-04-12,42,Mobile App,0
271,27,M,Widowed,Medium,865.97,3,0.0,2023-10-28,28,Online Banking,1
272,28,F,Divorced,Low,1170.04,8,2.0,2023-07-16,26,Online Banking,1
273,45,F,Single,High,1562.83,7,0.0,2023-08-30,40,Mobile App,0
274,63,F,Widowed,Low,1117.33,4,1.0,2023-01-24,35,Online Banking,0
275,25,F,Divorced,Low,605.79,3,2.0,2023-06-15,3,Website,0
276,57,F,Single,Low,2069.7,7,0.0,2023-06-02,26,Online Banking,1
277,39,F,Single,High,1217.78,6,0.0,2023-07-06,33,Mobile App,0
278,51,F,Married,Low,1423.1,5,1.0,2023-02-22,22,Online Banking,0
279,62,M,Divorced,Medium,1209.94,4,1.0,2023-04-12,6,Mobile App,0
280,52,F,Single,High,836.33,4,2.0,2023-11-19,42,Online Banking,0
281,52,M,Married,Medium,1563.95,8,1.0,2023-12-15,34,Online Banking,0
282,42,M,Single,High,2016.68,5,1.0,2023-07-22,3,Online Banking,1
283,51,F,Widowed,Low,1362.8600000000001,5,0.0,2023-09-20,17,Online Banking,1
284,23,M,Married,Medium,1683.1299999999999,6,0.0,2023-05-15,6,Mobile App,0
285,58,M,Single,High,1026.5900000000001,5,0.0,2023-08-31,42,Mobile App,0
286,54,F,Widowed,Low,512.1899999999999,2,2.0,2023-04-03,5,Website,1
287,18,M,Widowed,Low,615.0699999999999,2,2.0,2023-06-10,20,Website,0
288,29,F,Widowed,High,2217.85,8,2.0,2023-03-21,1,Website,0
289,52,M,Married,High,30.48,1,0.0,2023-11-14,24,Mobile App,0
290,23,M,Widowed,High,403.33,1,1.0,2023-09-15,9,Mobile App,0
291,34,F,Divorced,High,1572.74,6,2.0,2023-09-26,15,Website,0
292,26,M,Single,Medium,2429.7,8,2.0,2023-12-06,37,Website,0
293,19,M,Divorced,High,209.68,1,0.0,2023-01-26,18,Mobile App,0
294,35,F,Widowed,Low,1882.08,6,1.0,2023-03-19,22,Online Banking,0
295,66,F,Widowed,Medium,960.99,3,0.0,2023-03-09,11,Website,0
296,53,M,Divorced,Low,261.24,1,1.0,2023-12-01,38,Mobile App,0
297,45,M,Married,Low,1714.0900000000001,8,0.0,2023-10-06,3,Mobile App,0
298,58,F,Widowed,High,1305.25,6,1.0,2023-08-23,29,Website,0
299,54,M,Widowed,Medium,9.8,1,2.0,2023-11-04,46,Mobile App,0
300,66,F,Divorced,High,926.5300000000001,4,2.0,2023-10-15,32,Website,0
301,43,F,Widowed,Low,1298.95,6,1.0,2023-10-02,34,Online Banking,0
302,21,M,Widowed,High,925.58,4,2.0,2023-02-18,8,Website,0
303,57,F,Married,High,948.96,3,1.0,2023-05-20,34,Online Banking,0
304,53,F,Married,High,695.73,3,1.0,2023-04-28,5,Online Banking,0
305,68,M,Married,High,288.26,1,0.0,2023-07-15,9,Mobile App,0
306,48,F,Married,High,2285.6,9,0.0,2023-05-03,17,Mobile App,0
307,47,M,Married,High,1416.68,4,1.0,2023-11-04,20,Mobile App,0
308,67,M,Widowed,Medium,1791.69,7,0.0,2023-10-23,42,Mobile App,0
309,51,M,Single,High,1400.5,5,1.0,2023-04-16,27,Online Banking,0
310,36,F,Widowed,Medium,1058.14,4,0.0,2023-07-05,5,Online Banking,0
311,35,M,Widowed,High,592.9,5,2.0,2023-07-07,46,Mobile App,1
312,47,M,Single,Medium,283.16,2,2.0,2023-06-23,29,Website,0
313,38,M,Divorced,Low,34.91,1,0.0,2023-06-19,11,Online Banking,0
314,20,M,Single,Medium,536.29,2,1.0,2023-03-21,26,Mobile App,0
315,23,F,Married,Medium,601.31,2,1.0,2023-10-09,23,Mobile App,1
316,55,F,Widowed,Low,649.71,8,0.0,2023-01-28,18,Mobile App,0
317,30,M,Married,High,467.83,3,2.0,2023-06-02,20,Website,0
318,62,F,Single,High,2145.44,8,0.0,2023-09-11,44,Website,0
319,20,F,Divorced,Medium,477.46,1,0.0,2023-03-12,21,Online Banking,0
320,65,F,Divorced,High,823.75,2,2.0,2023-02-11,26,Online Banking,0
321,45,M,Widowed,High,2007.24,9,2.0,2023-10-30,32,Online Banking,0
322,39,F,Single,Low,61.98,1,2.0,2023-11-20,1,Online Banking,0
323,57,F,Married,High,839.3,4,1.0,2023-03-10,2,Website,1
324,57,F,Married,High,1369.7,6,2.0,2023-02-23,4,Mobile App,0
325,29,F,Divorced,Medium,553.79,2,2.0,2023-09-30,41,Online Banking,0
326,40,F,Widowed,High,605.89,3,0.0,2023-03-26,10,Website,0
327,48,M,Single,High,403.37,2,2.0,2023-08-27,28,Website,0
328,35,F,Married,Medium,848.26,5,0.0,2023-04-17,49,Mobile App,0
329,24,F,Divorced,Medium,2361.19,8,1.0,2023-08-13,37,Online Banking,0
330,25,M,Widowed,Medium,2582.54,9,0.0,2023-09-18,17,Mobile App,0
331,36,M,Divorced,High,908.3199999999999,5,2.0,2023-01-02,30,Website,0
332,46,M,Widowed,High,1577.44,5,0.0,2023-12-06,6,Website,0
333,61,M,Single,High,2439.39,7,2.0,2023-12-13,11,Website,0
334,37,F,Divorced,High,1719.37,6,1.0,2023-01-18,11,Online Banking,0
335,67,F,Married,High,756.52,2,2.0,2023-12-27,2,Mobile App,1
336,59,F,Widowed,High,135.94,1,0.0,2023-01-25,20,Mobile App,0
337,47,F,Divorced,Medium,608.06,2,0.0,2023-08-26,34,Website,0
338,64,F,Widowed,Medium,13.86,1,0.0,2023-12-04,41,Mobile App,0
339,39,M,Divorced,High,682.9399999999999,4,1.0,2023-04-23,1,Website,0
340,27,F,Divorced,Low,1147.08,6,1.0,2023-09-21,48,Mobile App,0
341,43,M,Single,Medium,1022.86,6,1.0,2023-07-05,27,Online Banking,0
342,68,M,Married,High,2295.76,7,1.0,2023-10-02,26,Online Banking,1
343,50,M,Divorced,Medium,924.63,3,2.0,2023-07-26,26,Online Banking,0
